,Id,SalePrice
0,1461,108276.01618009107
1,1462,146385.55384980675
2,1463,175506.07013556952
3,1464,188382.92015845358
4,1465,214964.57588027263
5,1466,168451.13715040553
6,1467,177409.25041719674
7,1468,153542.28979315158
8,1469,200135.98737363543
9,1470,119769.61259928768
10,1471,146721.21978545285
11,1472,100917.853413303
12,1473,94909.45940867238
13,1474,145895.84576431382
14,1475,97119.7458860609
15,1476,362500.24164934864
16,1477,255926.9077767889
17,1478,315916.59263515135
18,1479,327489.90636298934
19,1480,460880.9970590997
20,1481,302889.74672024406
21,1482,209993.3328338214
22,1483,167367.4949588544
23,1484,164103.29119635458
24,1485,192744.11347772842
25,1486,189206.20126864134
26,1487,346681.6658176017
27,1488,228887.02589320738
28,1489,200193.15308938248
29,1490,251590.22119668513
30,1491,196323.46117909622
31,1492,94395.63358868679
32,1493,209277.69211615014
33,1494,322365.56669651263
34,1495,285739.84150539094
35,1496,246471.67400100935
36,1497,169894.2736162851
37,1498,184345.04710672982
38,1499,167456.11256614252
39,1500,159590.2783886811
40,1501,182202.89513310153
41,1502,138118.25960735616
42,1503,305266.1994958309
43,1504,243509.83383139464
44,1505,226219.81189183696
45,1506,187275.54977115325
46,1507,243414.03654876936
47,1508,194370.87009601234
48,1509,155673.21751266095
49,1510,146553.94901161714
50,1511,154572.4777083763
51,1512,163364.9249567287
52,1513,158415.38859295298
53,1514,153013.2523031004
54,1515,181280.81796462103
55,1516,152618.07081545665
56,1517,163700.8680758026
57,1518,116362.23437540227
58,1519,209690.37017229435
59,1520,120576.74339099228
60,1521,124480.56865914018
61,1522,186955.85314113344
62,1523,105243.01601121476
63,1524,108682.20593233299
64,1525,113045.07547265783
65,1526,101689.8097346912
66,1527,97270.56070067483
67,1528,123517.98064027511
68,1529,156931.72923651102
69,1530,212748.1362111375
70,1531,148769.1066780344
71,1532,103154.68853033998
72,1533,145065.37368138292
73,1534,126372.3268681654
74,1535,133247.73889151766
75,1536,90802.04366986698
76,1537,59278.939475445164
77,1538,159831.46228426052
78,1539,205693.85216289715
79,1540,116300.3562310315
80,1541,140963.0157886987
81,1542,151023.00827089176
82,1543,171111.07473399007
83,1544,91031.24844525266
84,1545,116813.97764623296
85,1546,152359.65651089177
86,1547,139365.47946811598
87,1548,156348.99048128698
88,1549,126109.10528110477
89,1550,153246.39821802144
90,1551,104231.2377504239
91,1552,164611.92372099642
92,1553,156485.25138524958
93,1554,110414.52570071767
94,1555,150786.10975312412
95,1556,76149.2433545035
96,1557,123246.44604730819
97,1558,106880.57894282744
98,1559,85508.2660499805
99,1560,123449.07549234363
100,1561,115617.59465952386
101,1562,136769.52755173336
102,1563,125673.03517195035
103,1564,142017.799245557
104,1565,158948.78704177155
105,1566,239004.39464987375
106,1567,80087.68252970566
107,1568,236186.45563319765
108,1569,131692.4341442076
109,1570,145183.11745430646
110,1571,82598.91273578574
111,1572,129926.06162447605
112,1573,263302.4731281325
113,1574,138937.90970872974
114,1575,239762.18401534736
115,1576,233808.20082045483
116,1577,187837.66711748444
117,1578,156595.44193944673
118,1579,130098.55906762602
119,1580,195196.6118004136
120,1581,168231.10409979738
121,1582,145150.23854961563
122,1583,270499.6565883191
123,1584,220920.2742159996
124,1585,131509.56190192522
125,1586,74673.77010031298
126,1587,117667.67320709387
127,1588,170163.8408954501
128,1589,99164.98881785874
129,1590,119597.36255038911
130,1591,92059.09718860273
131,1592,124743.91880163888
132,1593,144059.2672141236
133,1594,155570.28262790333
134,1595,111023.91955932093
135,1596,231132.0792226986
136,1597,197434.26303804867
137,1598,210986.81446432867
138,1599,193437.06132352116
139,1600,181005.60838078705
140,1601,55653.21844506562
141,1602,132795.14147250116
142,1603,106522.3259467565
143,1604,280143.48141578387
144,1605,227557.88164633655
145,1606,145951.83607681803
146,1607,159085.08325676926
147,1608,217151.61489361685
148,1609,186677.6885675725
149,1610,148253.50574085867
150,1611,138378.60567031446
151,1612,191118.0480469994
152,1613,164193.86400055207
153,1614,138053.63660004103
154,1615,89993.34258960298
155,1616,65270.459842892364
156,1617,83323.98361148039
157,1618,135958.9421589143
158,1619,149582.16654760466
159,1620,159213.51711556732
160,1621,124136.41087491994
161,1622,153301.78572647696
162,1623,247646.08166394927
163,1624,193941.2702197406
164,1625,115822.08558738139
165,1626,170960.893193493
166,1627,184683.1197430304
167,1628,271181.514449436
168,1629,179878.1427008238
169,1630,337489.62110835104
170,1631,257091.02110518105
171,1632,242290.36373280516
172,1633,184821.55555292586
173,1634,183090.1329447192
174,1635,177120.2963982974
175,1636,159667.37500830105
176,1637,196197.9467202647
177,1638,179436.22645886516
178,1639,182962.71332026317
179,1640,233776.54420642657
180,1641,172712.812486984
181,1642,269023.9984841109
182,1643,210562.35043030148
183,1644,234289.98951525925
184,1645,204358.73786853006
185,1646,167027.57619092232
186,1647,161444.5066684346
187,1648,128669.69438977551
188,1649,133804.72740625113
189,1650,116049.56246415665
190,1651,116245.58006430315
191,1652,98898.22446091892
192,1653,98330.16229984516
193,1654,147534.5573638244
194,1655,118974.61090943313
195,1656,144180.9661939358
196,1657,154730.41873616586
197,1658,150998.6076594729
198,1659,117414.95189228866
199,1660,148030.71338229044
200,1661,409213.7671201783
201,1662,372602.1885304871
202,1663,373966.2222305961
203,1664,410186.53490720177
204,1665,334625.53202866623
205,1666,320482.32331442647
206,1667,368408.03131300956
207,1668,364128.58608415886
208,1669,321475.0312310228
209,1670,355816.93292259437
210,1671,258102.1619884166
211,1672,386839.79846953833
212,1673,289090.33070163
213,1674,245197.657295313
214,1675,198375.85428098842
215,1676,201167.1736256196
216,1677,208205.56553509636
217,1678,454431.55252450844
218,1679,377675.6014798661
219,1680,326798.7475600969
220,1681,280979.61371577054
221,1682,324838.50709729525
222,1683,194047.6063880586
223,1684,172128.63222499605
224,1685,174264.46515873764
225,1686,165951.88674047397
226,1687,165618.22878830615
227,1688,183841.48639640992
228,1689,191118.36938391175
229,1690,193480.03794775376
230,1691,190348.3506600119
231,1692,265276.6636332184
232,1693,183149.8079161596
233,1694,185355.9037700856
234,1695,176631.9502105383
235,1696,260343.22008500944
236,1697,179144.845578853
237,1698,333173.83082107117
238,1699,321753.37322583224
239,1700,270410.7242236297
240,1701,282701.06112209195
241,1702,221920.07202238493
242,1703,218617.85124895847
243,1704,257291.40017304677
244,1705,259595.01628343647
245,1706,269172.653368716
246,1707,235720.78683359854
247,1708,208869.1539105005
248,1709,249930.128716631
249,1710,226069.39170952633
250,1711,279886.2684280863
251,1712,248345.050431765
252,1713,277409.27491993376
253,1714,220383.94079590714
254,1715,213559.32859293718
255,1716,177667.72782226492
256,1717,179886.94006405715
257,1718,143527.90609159536
258,1719,222049.34652846606
259,1720,226711.0351223975
260,1721,151187.9829032755
261,1722,115926.98327131604
262,1723,151819.1730977587
263,1724,209732.1061372579
264,1725,246457.2373845907
265,1726,185846.26663464884
266,1727,165817.06937374137
267,1728,158876.0043438989
268,1729,180749.76644811334
269,1730,155844.04762826522
270,1731,112493.90702818902
271,1732,130422.99198058111
272,1733,109356.39853512362
273,1734,121601.1512867391
274,1735,113257.39374055152
275,1736,89666.12624590273
276,1737,291726.4068612115
277,1738,265322.96675579366
278,1739,250689.44388627607
279,1740,209760.9372275969
280,1741,186696.9913493881
281,1742,169476.0310673203
282,1743,172107.0412961686
283,1744,333034.96222854196
284,1745,234601.262451425
285,1746,194773.5241821217
286,1747,214094.17146626863
287,1748,207999.8320789679
288,1749,140618.60779802178
289,1750,124549.88876048295
290,1751,238680.85265516597
291,1752,102573.91636377078
292,1753,152544.37800933263
293,1754,187239.3440420549
294,1755,158546.12948844113
295,1756,138858.72923480277
296,1757,116514.29832911064
297,1758,152785.06260285605
298,1759,155209.3541295196
299,1760,174108.12174533404
300,1761,152387.46386979756
301,1762,190023.75750881093
302,1763,181844.969636007
303,1764,115111.52351392485
304,1765,162745.82724238743
305,1766,185190.64517797995
306,1767,207300.2727485031
307,1768,140375.3417901653
308,1769,155041.61604568653
309,1770,161601.29872849604
310,1771,133457.01704847248
311,1772,128841.36529172989
312,1773,116915.10176476146
313,1774,140764.4001885392
314,1775,147058.58561590925
315,1776,137896.67464739844
316,1777,112496.07531134805
317,1778,146014.562639396
318,1779,137265.24375701218
319,1780,148631.91259134415
320,1781,124240.31513379124
321,1782,68989.83728342707
322,1783,140993.47197978257
323,1784,92851.04287462935
324,1785,138694.59808913933
325,1786,136686.10492829356
326,1787,148241.6422656738
327,1788,38939.701658656646
328,1789,102062.49156840923
329,1790,69937.31838123142
330,1791,191228.12604365064
331,1792,157219.63083914333
332,1793,121563.67337588852
333,1794,166202.04123791074
334,1795,124077.7657965656
335,1796,168249.8203685686
336,1797,116629.34862321164
337,1798,135125.99950640489
338,1799,98800.36224058882
339,1800,129775.89880007878
340,1801,117806.13470199364
341,1802,122022.41271326807
342,1803,153354.15895134944
343,1804,106863.10059257716
344,1805,133096.52770692014
345,1806,126089.71337871437
346,1807,141468.98171835128
347,1808,130499.5421094532
348,1809,125850.93272842027
349,1810,145500.36562887186
350,1811,82390.06156150045
351,1812,104707.7203057298
352,1813,136764.26762073205
353,1814,107332.75097307598
354,1815,45767.56324724427
355,1816,93370.47314107986
356,1817,119381.69101029713
357,1818,158474.75102165397
358,1819,133303.81890251173
359,1820,32415.424041539067
360,1821,107691.99242366682
361,1822,160404.62167411458
362,1823,61675.196799045225
363,1824,134425.77844073853
364,1825,146647.32507703512
365,1826,92416.38981607216
366,1827,104916.49499706572
367,1828,143719.08591419074
368,1829,157245.67769477033
369,1830,142123.85005961015
370,1831,145153.86557624105
371,1832,36449.112277698194
372,1833,140155.03797166955
373,1834,115690.41361853809
374,1835,104311.9412878482
375,1836,118889.03829508807
376,1837,76735.43903652369
377,1838,98782.94405207911
378,1839,125613.59005852113
379,1840,183770.5132305851
380,1841,114096.50675781054
381,1842,87764.19370249982
382,1843,133026.2307245814
383,1844,160140.82125592313
384,1845,149258.33856431476
385,1846,154186.37383051674
386,1847,164783.67518506196
387,1848,41530.01917876248
388,1849,112034.86397242066
389,1850,115275.32144971218
390,1851,129288.06330023578
391,1852,133930.37623597536
392,1853,111241.03183526394
393,1854,150189.64713843897
394,1855,137901.22946056692
395,1856,224015.69865750786
396,1857,116739.6191700919
397,1858,160727.87991229404
398,1859,126953.74097989095
399,1860,170108.1478281241
400,1861,131041.14688302964
401,1862,317986.2382440495
402,1863,306123.23383887135
403,1864,306131.84462864266
404,1865,360579.2101013287
405,1866,348266.0853375598
406,1867,216310.67558869006
407,1868,283162.17534727487
408,1869,208345.10589921262
409,1870,216903.2615367363
410,1871,276740.3477731347
411,1872,174453.68678590693
412,1873,247666.88179322574
413,1874,149146.52534448658
414,1875,181574.16952256227
415,1876,201317.14715189845
416,1877,200560.0487283501
417,1878,204684.74707887325
418,1879,142501.02505184195
419,1880,132783.5194917289
420,1881,237310.4547485957
421,1882,229404.5621126897
422,1883,180273.9595303956
423,1884,194950.00928053787
424,1885,216620.8818577111
425,1886,283352.287153485
426,1887,219348.92473670715
427,1888,245608.02257018964
428,1889,169383.77361283702
429,1890,97932.81422978037
430,1891,107836.0868055555
431,1892,114725.89567757491
432,1893,123333.98924598325
433,1894,116708.66769684653
434,1895,130695.14567071866
435,1896,132972.76911743486
436,1897,129189.47736072066
437,1898,89532.18218476218
438,1899,156849.23368264115
439,1900,157749.35903386623
440,1901,201062.48756131265
441,1902,176529.1974300091
442,1903,230919.0610864239
443,1904,175528.75320011415
444,1905,191110.1788769498
445,1906,158096.85878514362
446,1907,201693.3169027207
447,1908,105910.5378767593
448,1909,138361.86117411478
449,1910,123482.41526569091
450,1911,223649.00648695676
451,1912,306297.3463255806
452,1913,159053.2778269325
453,1914,55421.76645536958
454,1915,349267.74702699215
455,1916,47302.98260816203
456,1917,227829.96983073113
457,1918,132507.7055587471
458,1919,144025.0561343129
459,1920,155791.97328393973
460,1921,383094.54069538845
461,1922,351448.74975956697
462,1923,235631.72987680367
463,1924,217731.59585957605
464,1925,200221.1914164593
465,1926,380011.71131778904
466,1927,123854.90420874415
467,1928,162800.3196984389
468,1929,101751.89097894318
469,1930,113748.23567016414
470,1931,118160.726332144
471,1932,126685.31866320001
472,1933,193901.99917296125
473,1934,177255.00349354642
474,1935,170498.74251908297
475,1936,201062.63778203985
476,1937,184860.96821242344
477,1938,170291.28620920485
478,1939,289431.0162921697
479,1940,211502.61998381777
480,1941,163517.58774752586
481,1942,156602.0245550365
482,1943,251615.79012606983
483,1944,406995.68715943233
484,1945,420783.1866287821
485,1946,125359.7245112739
486,1947,231751.3269896106
487,1948,172010.96680436932
488,1949,240334.34783957023
489,1950,178274.62971235413
490,1951,241327.8922024298
491,1952,190595.6162543442
492,1953,184187.95440368413
493,1954,178570.12847663616
494,1955,120925.16528784155
495,1956,283235.91186154494
496,1957,152058.32093790322
497,1958,241334.24040942467
498,1959,130244.92022971733
499,1960,98355.39595904271
500,1961,132803.11026343942
501,1962,89410.20840547068
502,1963,99491.26041952209
503,1964,108749.41314681282
504,1965,128045.25877304864
505,1966,138098.33571582046
506,1967,312096.3549500494
507,1968,399424.36849323043
508,1969,381288.82952356513
509,1970,390223.39322902064
510,1971,439681.8317110463
511,1972,370277.70190408593
512,1973,299904.26227907557
513,1974,348440.8279589951
514,1975,533801.1300969565
515,1976,276488.5781686058
516,1977,349624.7365487291
517,1978,337965.43570913305
518,1979,309219.52275269176
519,1980,189161.29385416262
520,1981,341113.54793904873
521,1982,211772.7149114055
522,1983,204860.2300455599
523,1984,174805.99141121437
524,1985,226486.01368932446
525,1986,207033.3690335556
526,1987,205026.4919196921
527,1988,170602.54472527062
528,1989,187590.98293111438
529,1990,206448.48516516553
530,1991,224778.52068734853
531,1992,221025.59901115418
532,1993,169256.26354212483
533,1994,224229.44413893353
534,1995,181648.05366980357
535,1996,282459.60683674645
536,1997,335375.89149283443
537,1998,297111.1664235265
538,1999,333324.8830470296
539,2000,324480.5662203927
540,2001,289726.7992582
541,2002,251369.87019206057
542,2003,239751.40974623812
543,2004,277377.3041742649
544,2005,232481.91813539815
545,2006,229184.44277571185
546,2007,241250.14909138685
547,2008,245169.73060157956
548,2009,205361.39701553943
549,2010,189966.23546754508
550,2011,130413.08193254983
551,2012,177714.67902183192
552,2013,180009.19506514378
553,2014,185152.15483329154
554,2015,222781.36434359828
555,2016,196438.18198846598
556,2017,191089.5085685753
557,2018,110740.07495804943
558,2019,142030.52911450074
559,2020,65774.43625332648
560,2021,103119.81935107894
561,2022,234262.43695637546
562,2023,139807.84069274084
563,2024,293492.8885343546
564,2025,355583.889684443
565,2026,180168.91648956176
566,2027,165637.63194610632
567,2028,157134.6493908158
568,2029,173919.3498785819
569,2030,252982.14178889463
570,2031,236072.88688648047
571,2032,265172.7084216651
572,2033,246309.36159057295
573,2034,185317.38766941166
574,2035,231490.6147827969
575,2036,203984.49763247612
576,2037,222669.92605396066
577,2038,309940.8253584192
578,2039,246183.2431189152
579,2040,328217.0497305982
580,2041,294911.65360708686
581,2042,213490.87807092853
582,2043,165992.97616657327
583,2044,181124.30628330936
584,2045,200968.46203318596
585,2046,151614.67335306722
586,2047,128950.18904490446
587,2048,147653.52353763577
588,2049,135160.85903968918
589,2050,157404.61630883763
590,2051,95242.68342461454
591,2052,120687.82540381272
592,2053,149991.67136080575
593,2054,84603.84903527575
594,2055,170279.74255409656
595,2056,139863.24991490718
596,2057,100227.50309461192
597,2058,205208.71985297007
598,2059,130088.89890142344
599,2060,174131.855574359
600,2061,163467.37073752552
601,2062,116698.02671731915
602,2063,121300.55316419757
603,2064,132349.33116782721
604,2065,122758.99924570695
605,2066,161063.28997154415
606,2067,105742.65495183412
607,2068,142689.68044240022
608,2069,62584.86496687075
609,2070,109700.29526790054
610,2071,92509.02869955316
611,2072,147643.4463443238
612,2073,113332.65250019348
613,2074,153352.9114749427
614,2075,171359.1285363028
615,2076,132824.43091655063
616,2077,157172.27272511824
617,2078,126914.32825819514
618,2079,132850.90049529806
619,2080,115079.27838160776
620,2081,122846.72573214333
621,2082,127882.82524841008
622,2083,151154.2119411231
623,2084,102752.83007516566
624,2085,103175.9639208799
625,2086,96206.07547383374
626,2087,104313.36884991926
627,2088,93649.12619138902
628,2089,87973.30317648983
629,2090,118571.42259883575
630,2091,107906.00038729023
631,2092,128398.53108868768
632,2093,127849.3971264314
633,2094,110606.61096433338
634,2095,170515.3742765376
635,2096,89055.81556884549
636,2097,107337.35022938994
637,2098,151660.62898306546
638,2099,36636.75207430241
639,2100,52461.54051376731
640,2101,107597.14692067631
641,2102,117800.27781353239
642,2103,101918.6281098359
643,2104,134656.71233250122
644,2105,142348.54809974247
645,2106,49281.32096590985
646,2107,190281.7731411437
647,2108,119783.31153103925
648,2109,106546.75274022596
649,2110,94239.87346067975
650,2111,129215.67896780715
651,2112,145552.0420250112
652,2113,128356.57544461536
653,2114,113122.51691233253
654,2115,168567.6677760526
655,2116,132438.6194893888
656,2117,155949.27664874605
657,2118,137144.7641749219
658,2119,114302.52493445307
659,2120,124525.64950508502
660,2121,111226.48273796032
661,2122,118700.01854422246
662,2123,85729.71652003017
663,2124,176345.54979351474
664,2125,125238.49186888008
665,2126,171669.8418214167
666,2127,168993.5934808039
667,2128,128138.55801725748
668,2129,76541.4724512194
669,2130,131977.2673398609
670,2131,126660.32939986058
671,2132,104599.02393716961
672,2133,119593.59010396298
673,2134,119541.04559762336
674,2135,121809.97006854933
675,2136,64605.918459288514
676,2137,95840.2444319968
677,2138,127833.11486565706
678,2139,137752.52323207253
679,2140,147639.76408148574
680,2141,173396.43518440015
681,2142,125753.96567460347
682,2143,151632.59211269664
683,2144,150395.60759238846
684,2145,140924.20705332467
685,2146,177908.69058200353
686,2147,168339.53785798664
687,2148,130802.37847753975
688,2149,142853.83369371426
689,2150,242252.6136110019
690,2151,129664.0720070537
691,2152,196611.00536988673
692,2153,188193.76492265915
693,2154,83507.84673425165
694,2155,133802.39277921582
695,2156,242778.10493056718
696,2157,230317.11732601604
697,2158,254163.03964108034
698,2159,218494.25424154432
699,2160,187574.44624583947
700,2161,228762.1412935937
701,2162,358201.39439757087
702,2163,347844.3201789686
703,2164,250899.6567979999
704,2165,208860.19391931957
705,2166,163639.3024687445
706,2167,227004.77360089155
707,2168,180339.0191025946
708,2169,191067.07363631213
709,2170,206147.55977673733
710,2171,156745.1071358022
711,2172,145208.83690282542
712,2173,186810.388751415
713,2174,214096.14787188722
714,2175,264496.73310075235
715,2176,317903.57183707063
716,2177,248115.16126335118
717,2178,209152.18525710862
718,2179,127442.53141778664
719,2180,203805.86599690528
720,2181,196067.88182711936
721,2182,219487.6523009072
722,2183,194555.64510222818
723,2184,125235.97239991243
724,2185,112260.63914280798
725,2186,131498.56485356306
726,2187,156543.80019018383
727,2188,161475.36155870743
728,2189,270592.5948136947
729,2190,76105.64422972358
730,2191,38370.825716405365
731,2192,85724.61700914352
732,2193,131611.15945779075
733,2194,91933.16406958859
734,2195,86890.81116378616
735,2196,108910.8008406623
736,2197,124165.60243055105
737,2198,154084.32774734235
738,2199,174771.88803016258
739,2200,146391.21200594632
740,2201,159355.890805404
741,2202,199738.47237849634
742,2203,154853.80744260148
743,2204,188002.71535501332
744,2205,134868.40889217408
745,2206,145462.82585167242
746,2207,261074.22984867028
747,2208,249681.34842740648
748,2209,258844.33062586645
749,2210,128828.78379128824
750,2211,123817.39276404699
751,2212,121642.35985051328
752,2213,107219.97722077835
753,2214,137965.61188256965
754,2215,100639.24569456239
755,2216,140022.69351699596
756,2217,46369.77736240139
757,2218,58240.73207562357
758,2219,69764.7086194191
759,2220,30883.12882382865
760,2221,350184.68414935947
761,2222,313527.94355606707
762,2223,281351.71918960556
763,2224,210029.24176307218
764,2225,113541.64530963637
765,2226,174139.67634432483
766,2227,185147.58006485377
767,2228,298560.9027089224
768,2229,243293.1589262831
769,2230,153096.26125649898
770,2231,220052.0705159135
771,2232,189217.95577199047
772,2233,187808.4307177941
773,2234,256839.37559888695
774,2235,234623.98205939683
775,2236,242614.02031429668
776,2237,293411.36151966546
777,2238,219236.02356340244
778,2239,87661.17188236018
779,2240,153794.19253483758
780,2241,123252.315187473
781,2242,115830.36221788844
782,2243,125651.4436152153
783,2244,100164.28117562458
784,2245,119606.59862300829
785,2246,130980.11721298628
786,2247,129062.67625623883
787,2248,121588.41092074153
788,2249,109522.91711461052
789,2250,121725.04861761653
790,2251,95434.4671115287
791,2252,179948.73601823128
792,2253,171314.125652175
793,2254,190438.1080677949
794,2255,183875.76534719078
795,2256,167482.69748252718
796,2257,213848.35813169464
797,2258,152307.28155350394
798,2259,181434.81966142703
799,2260,182713.7341358916
800,2261,231169.75690631414
801,2262,246444.14698474584
802,2263,393263.2536383802
803,2264,439894.34415739763
804,2265,153608.28372182464
805,2266,332083.21999913815
806,2267,371639.9451288559
807,2268,407321.38049868937
808,2269,160783.80461226706
809,2270,192239.245911177
810,2271,207445.6710911918
811,2272,193692.0820049912
812,2273,155057.34051442446
813,2274,183808.34519351553
814,2275,153667.15877280792
815,2276,193693.45691316904
816,2277,172234.6111879597
817,2278,148966.6478511007
818,2279,135713.66723184873
819,2280,99880.6821799642
820,2281,143235.74566748974
821,2282,160524.48838243954
822,2283,112552.85453108005
823,2284,129835.2578144698
824,2285,139529.24322832914
825,2286,119356.2508091928
826,2287,384173.85979132133
827,2288,304159.1529842772
828,2289,330219.1722236163
829,2290,425778.0424151784
830,2291,356996.3427039003
831,2292,410703.5143917707
832,2293,438340.5513937003
833,2294,394788.9446989711
834,2295,456680.34830198437
835,2296,255643.8459838993
836,2297,391517.6455727593
837,2298,386025.8653517036
838,2299,345918.59182885673
839,2300,320306.9448163161
840,2301,348019.62495936383
841,2302,257844.89800249002
842,2303,251205.84419354607
843,2304,252101.72250687066
844,2305,205395.98992934483
845,2306,194272.03673656544
846,2307,205247.4198958658
847,2308,227666.9245278662
848,2309,302603.4848060474
849,2310,215219.54033907523
850,2311,205693.58330762954
851,2312,186900.51200954648
852,2313,169083.08657967925
853,2314,182325.15649081516
854,2315,184518.1111476105
855,2316,205035.3721447749
856,2317,188845.65862933564
857,2318,183306.70057888707
858,2319,187040.43674515668
859,2320,184267.343932263
860,2321,236761.16220294885
861,2322,202492.38411690752
862,2323,202532.1713709391
863,2324,192445.51809892422
864,2325,210472.22868027378
865,2326,183129.841764014
866,2327,197031.40158680352
867,2328,217292.4974657152
868,2329,192858.56158250498
869,2330,183846.10010796832
870,2331,326892.0384105026
871,2332,389973.89089859766
872,2333,316729.1831173758
873,2334,277594.6845904093
874,2335,313759.23287246353
875,2336,311047.7391337815
876,2337,191515.120110726
877,2338,241742.56587369673
878,2339,214326.8281868881
879,2340,376461.1583839557
880,2341,210782.32956906033
881,2342,227399.9009854422
882,2343,222139.6835721076
883,2344,214733.24904533432
884,2345,218736.02810957617
885,2346,223853.54886939455
886,2347,207561.29196760544
887,2348,249165.2105709859
888,2349,211608.141208109
889,2350,320099.5948318138
890,2351,280171.58431211335
891,2352,236525.78485965813
892,2353,249709.51377222754
893,2354,156473.09157257577
894,2355,145920.93246111303
895,2356,144777.63266560962
896,2357,189174.48262943426
897,2358,200552.88233988572
898,2359,119601.98024383408
899,2360,117486.1167333532
900,2361,152975.73972831576
901,2362,241386.26266706633
902,2363,154597.51708765194
903,2364,177931.28048915134
904,2365,199324.58343332607
905,2366,200487.39027664586
906,2367,218256.72414591766
907,2368,228037.03161598815
908,2369,215695.99240683016
909,2370,176923.1443072929
910,2371,158936.52294031036
911,2372,210693.91172645558
912,2373,307950.73613249057
913,2374,325719.11747003195
914,2375,246145.53424559793
915,2376,281514.17225635366
916,2377,322889.08981443616
917,2378,162638.5355511554
918,2379,199443.65782960682
919,2380,131099.99900485683
920,2381,164341.24352074627
921,2382,211990.5778192821
922,2383,191379.37685827716
923,2384,226221.52062899593
924,2385,162594.55992483444
925,2386,128689.75559709474
926,2387,127047.26194948304
927,2388,99916.78454428862
928,2389,112265.23461377167
929,2390,174778.01796256864
930,2391,146094.65255801604
931,2392,119900.05647168329
932,2393,179662.3210478221
933,2394,148642.09868556066
934,2395,211936.232129705
935,2396,139662.53493673395
936,2397,195759.28884886837
937,2398,138862.84056704128
938,2399,73460.26470571427
939,2400,73578.04355015486
940,2401,134491.1016902658
941,2402,136435.04102070906
942,2403,142411.79623627325
943,2404,149197.42160152007
944,2405,143780.97203909603
945,2406,144236.1541359753
946,2407,129126.8394211636
947,2408,133477.45792934817
948,2409,109944.45450084313
949,2410,175825.5546669373
950,2411,117215.31645152633
951,2412,158001.6216966278
952,2413,126052.24132428272
953,2414,161515.0861047279
954,2415,133707.38639566625
955,2416,134934.2765417595
956,2417,138206.50828464498
957,2418,140041.5537075543
958,2419,128393.13518381209
959,2420,133138.49227520853
960,2421,134167.3032497372
961,2422,98285.59212029664
962,2423,119185.51395117716
963,2424,138612.04167697593
964,2425,195853.2187048508
965,2426,132557.04737978557
966,2427,136453.04611156476
967,2428,191218.1625275126
968,2429,99016.7985388395
969,2430,126589.66820361995
970,2431,97525.69305810193
971,2432,169227.66384130847
972,2433,169003.61873357533
973,2434,154387.33392494213
974,2435,181443.00599574597
975,2436,104642.80744123479
976,2437,88221.11033653599
977,2438,109252.59967437107
978,2439,82435.21139710068
979,2440,131555.01732708912
980,2441,99963.53270681197
981,2442,92619.21634999072
982,2443,139768.16452107104
983,2444,115041.16796240496
984,2445,86773.36306799974
985,2446,131040.4670357783
986,2447,194987.5123522232
987,2448,143681.09123501545
988,2449,113702.15290891854
989,2450,163170.81868983462
990,2451,126556.05326689052
991,2452,205888.54783477457
992,2453,84721.23863088127
993,2454,98068.76099849201
994,2455,118587.26284683766
995,2456,145354.62273415498
996,2457,161756.0998264057
997,2458,155922.71253885794
998,2459,123535.69676243304
999,2460,150072.276527525
