Id,SalePrice
1461,108276.01618009107
1462,146385.55384980675
1463,175506.07013556952
1464,188382.92015845358
1465,214964.57588027263
1466,168451.13715040553
1467,177409.25041719674
1468,153542.28979315158
1469,200135.98737363543
1470,119769.61259928768
1471,146721.21978545285
1472,100917.853413303
1473,94909.45940867238
1474,145895.84576431382
1475,97119.7458860609
1476,362500.24164934864
1477,255926.9077767889
1478,315916.59263515135
1479,327489.90636298934
1480,460880.9970590997
1481,302889.74672024406
1482,209993.3328338214
1483,167367.4949588544
1484,164103.29119635458
1485,192744.11347772842
1486,189206.20126864134
1487,346681.6658176017
1488,228887.02589320738
1489,200193.15308938248
1490,251590.22119668513
1491,196323.46117909622
1492,94395.63358868679
1493,209277.69211615014
1494,322365.56669651263
1495,285739.84150539094
1496,246471.67400100935
1497,169894.2736162851
1498,184345.04710672982
1499,167456.11256614252
1500,159590.2783886811
1501,182202.89513310153
1502,138118.25960735616
1503,305266.1994958309
1504,243509.83383139464
1505,226219.81189183696
1506,187275.54977115325
1507,243414.03654876936
1508,194370.87009601234
1509,155673.21751266095
1510,146553.94901161714
1511,154572.4777083763
1512,163364.9249567287
1513,158415.38859295298
1514,153013.2523031004
1515,181280.81796462103
1516,152618.07081545665
1517,163700.8680758026
1518,116362.23437540227
1519,209690.37017229435
1520,120576.74339099228
1521,124480.56865914018
1522,186955.85314113344
1523,105243.01601121476
1524,108682.20593233299
1525,113045.07547265783
1526,101689.8097346912
1527,97270.56070067483
1528,123517.98064027511
1529,156931.72923651102
1530,212748.1362111375
1531,148769.1066780344
1532,103154.68853033998
1533,145065.37368138292
1534,126372.3268681654
1535,133247.73889151766
1536,90802.04366986698
1537,59278.939475445164
1538,159831.46228426052
1539,205693.85216289715
1540,116300.3562310315
1541,140963.0157886987
1542,151023.00827089176
1543,171111.07473399007
1544,91031.24844525266
1545,116813.97764623296
1546,152359.65651089177
1547,139365.47946811598
1548,156348.99048128698
1549,126109.10528110477
1550,153246.39821802144
1551,104231.2377504239
1552,164611.92372099642
1553,156485.25138524958
1554,110414.52570071767
1555,150786.10975312412
1556,76149.2433545035
1557,123246.44604730819
1558,106880.57894282744
1559,85508.2660499805
1560,123449.07549234363
1561,115617.59465952386
1562,136769.52755173336
1563,125673.03517195035
1564,142017.799245557
1565,158948.78704177155
1566,239004.39464987375
1567,80087.68252970566
1568,236186.45563319765
1569,131692.4341442076
1570,145183.11745430646
1571,82598.91273578574
1572,129926.06162447605
1573,263302.4731281325
1574,138937.90970872974
1575,239762.18401534736
1576,233808.20082045483
1577,187837.66711748444
1578,156595.44193944673
1579,130098.55906762602
1580,195196.6118004136
1581,168231.10409979738
1582,145150.23854961563
1583,270499.6565883191
1584,220920.2742159996
1585,131509.56190192522
1586,74673.77010031298
1587,117667.67320709387
1588,170163.8408954501
1589,99164.98881785874
1590,119597.36255038911
1591,92059.09718860273
1592,124743.91880163888
1593,144059.2672141236
1594,155570.28262790333
1595,111023.91955932093
1596,231132.0792226986
1597,197434.26303804867
1598,210986.81446432867
1599,193437.06132352116
1600,181005.60838078705
1601,55653.21844506562
1602,132795.14147250116
1603,106522.3259467565
1604,280143.48141578387
1605,227557.88164633655
1606,145951.83607681803
1607,159085.08325676926
1608,217151.61489361685
1609,186677.6885675725
1610,148253.50574085867
1611,138378.60567031446
1612,191118.0480469994
1613,164193.86400055207
1614,138053.63660004103
1615,89993.34258960298
1616,65270.459842892364
1617,83323.98361148039
1618,135958.9421589143
1619,149582.16654760466
1620,159213.51711556732
1621,124136.41087491994
1622,153301.78572647696
1623,247646.08166394927
1624,193941.2702197406
1625,115822.08558738139
1626,170960.893193493
1627,184683.1197430304
1628,271181.514449436
1629,179878.1427008238
1630,337489.62110835104
1631,257091.02110518105
1632,242290.36373280516
1633,184821.55555292586
1634,183090.1329447192
1635,177120.2963982974
1636,159667.37500830105
1637,196197.9467202647
1638,179436.22645886516
1639,182962.71332026317
1640,233776.54420642657
1641,172712.812486984
1642,269023.9984841109
1643,210562.35043030148
1644,234289.98951525925
1645,204358.73786853006
1646,167027.57619092232
1647,161444.5066684346
1648,128669.69438977551
1649,133804.72740625113
1650,116049.56246415665
1651,116245.58006430315
1652,98898.22446091892
1653,98330.16229984516
1654,147534.5573638244
1655,118974.61090943313
1656,144180.9661939358
1657,154730.41873616586
1658,150998.6076594729
1659,117414.95189228866
1660,148030.71338229044
1661,409213.7671201783
1662,372602.1885304871
1663,373966.2222305961
1664,410186.53490720177
1665,334625.53202866623
1666,320482.32331442647
1667,368408.03131300956
1668,364128.58608415886
1669,321475.0312310228
1670,355816.93292259437
1671,258102.1619884166
1672,386839.79846953833
1673,289090.33070163
1674,245197.657295313
1675,198375.85428098842
1676,201167.1736256196
1677,208205.56553509636
1678,454431.55252450844
1679,377675.6014798661
1680,326798.7475600969
1681,280979.61371577054
1682,324838.50709729525
1683,194047.6063880586
1684,172128.63222499605
1685,174264.46515873764
1686,165951.88674047397
1687,165618.22878830615
1688,183841.48639640992
1689,191118.36938391175
1690,193480.03794775376
1691,190348.3506600119
1692,265276.6636332184
1693,183149.8079161596
1694,185355.9037700856
1695,176631.9502105383
1696,260343.22008500944
1697,179144.845578853
1698,333173.83082107117
1699,321753.37322583224
1700,270410.7242236297
1701,282701.06112209195
1702,221920.07202238493
1703,218617.85124895847
1704,257291.40017304677
1705,259595.01628343647
1706,269172.653368716
1707,235720.78683359854
1708,208869.1539105005
1709,249930.128716631
1710,226069.39170952633
1711,279886.2684280863
1712,248345.050431765
1713,277409.27491993376
1714,220383.94079590714
1715,213559.32859293718
1716,177667.72782226492
1717,179886.94006405715
1718,143527.90609159536
1719,222049.34652846606
1720,226711.0351223975
1721,151187.9829032755
1722,115926.98327131604
1723,151819.1730977587
1724,209732.1061372579
1725,246457.2373845907
1726,185846.26663464884
1727,165817.06937374137
1728,158876.0043438989
1729,180749.76644811334
1730,155844.04762826522
1731,112493.90702818902
1732,130422.99198058111
1733,109356.39853512362
1734,121601.1512867391
1735,113257.39374055152
1736,89666.12624590273
1737,291726.4068612115
1738,265322.96675579366
1739,250689.44388627607
1740,209760.9372275969
1741,186696.9913493881
1742,169476.0310673203
1743,172107.0412961686
1744,333034.96222854196
1745,234601.262451425
1746,194773.5241821217
1747,214094.17146626863
1748,207999.8320789679
1749,140618.60779802178
1750,124549.88876048295
1751,238680.85265516597
1752,102573.91636377078
1753,152544.37800933263
1754,187239.3440420549
1755,158546.12948844113
1756,138858.72923480277
1757,116514.29832911064
1758,152785.06260285605
1759,155209.3541295196
1760,174108.12174533404
1761,152387.46386979756
1762,190023.75750881093
1763,181844.969636007
1764,115111.52351392485
1765,162745.82724238743
1766,185190.64517797995
1767,207300.2727485031
1768,140375.3417901653
1769,155041.61604568653
1770,161601.29872849604
1771,133457.01704847248
1772,128841.36529172989
1773,116915.10176476146
1774,140764.4001885392
1775,147058.58561590925
1776,137896.67464739844
1777,112496.07531134805
1778,146014.562639396
1779,137265.24375701218
1780,148631.91259134415
1781,124240.31513379124
1782,68989.83728342707
1783,140993.47197978257
1784,92851.04287462935
1785,138694.59808913933
1786,136686.10492829356
1787,148241.6422656738
1788,38939.701658656646
1789,102062.49156840923
1790,69937.31838123142
1791,191228.12604365064
1792,157219.63083914333
1793,121563.67337588852
1794,166202.04123791074
1795,124077.7657965656
1796,168249.8203685686
1797,116629.34862321164
1798,135125.99950640489
1799,98800.36224058882
1800,129775.89880007878
1801,117806.13470199364
1802,122022.41271326807
1803,153354.15895134944
1804,106863.10059257716
1805,133096.52770692014
1806,126089.71337871437
1807,141468.98171835128
1808,130499.5421094532
1809,125850.93272842027
1810,145500.36562887186
1811,82390.06156150045
1812,104707.7203057298
